collection,task_ID,dtype,expression,name,scientific_field,support
Eponymous,eponymous_160,float,128*(x_0*x_1)/(pi*(x_2**4)),Darcy–Weisbach equation,Engineering,"[[0.001, 1], [0.001, 1], [0.01, 1]]"
Eponymous,eponymous_161,float,x_0*1*x_2**2/((2*x_1)*x_3),Darcy–Weisbach equation,Engineering,"[[0.001, 1], [1, 10], [0.1, 10], [0.01, 1]]"
Eponymous,eponymous_162,float,x_0*8*x_2**2/((pi**2*x_1)*x_3**5),Darcy–Weisbach equation,Engineering,"[[0.001, 1], [1, 10], [0.001, 1], [0.01, 1]]"
Eponymous,eponymous_163,float,1*x_0*x_1*x_2**2/8,Darcy–Weisbach equation,Engineering,"[[0.001, 1], [500, 1500], [0.1, 10]]"
Eponymous,eponymous_164,float,64/x_0,Darcy–Weisbach equation,Engineering,"[[1, 2000]]"
Eponymous,eponymous_165,float,(x_0*x_1*x_2)/x_3,Darcy–Weisbach equation,Engineering,"[[500, 1500], [0.001, 1], [0.1, 10], [0.001, 1]]"
Eponymous,eponymous_166,float,(x_0*x_1)/x_2,Debye–Hückel equation,Chemistry,"[[0.01, 10], [0.01, 10], [0.01, 10]]"
Eponymous,eponymous_167,float,"x_1*log(x_2, E) + log(x_0, E)",Avrami equation,Physics,"[[0.01, 100], [1, 10], [0.01, 100]]"
Eponymous,eponymous_168,float,(x_0**x_1*x_2**x_3)**(1/(x_1 + x_3)),Debye–Hückel equation,Chemistry,"[[0.01, 10], [1, 5], [0.01, 10], [1, 5]]"
Eponymous,eponymous_169,float,x_0**2*x_1,Debye–Hückel equation,Physics,"[[1e-10, 1e-06], [1e-10, 1e-06]]"
Eponymous,eponymous_170,float,exp(x_0/2),Dirac equation in the algebra of physical space,Physics,"[[-10, 10]]"
Eponymous,eponymous_171,float,x_0*x_1,Dirac equation in the algebra of physical space,Physics,"[[0.01, 100], [-1000, 1000]]"
Eponymous,eponymous_172,float,x_0 + x_1,Dirac equation in the algebra of physical space,Physics,"[[-1000, 1000], [-1000, 1000]]"
Eponymous,eponymous_173,float,x_0 + x_1,Dirac equation in the algebra of physical space,Physics,"[[-1000, 1000], [-1000, 1000]]"
Eponymous,eponymous_174,float,x_0*cos(x_1),Doppler equations,Physics,"[[10, 100], [0, 180]]"
Eponymous,eponymous_175,float,x_0*cos(x_1),Doppler equations,Physics,"[[10, 100], [0, 180]]"
Eponymous,eponymous_176,float,x_0 + x_1*x_2,Einstein field equations,Physics,"[[0, 10], [0, 10], [0, 10]]"
Eponymous,eponymous_177,float,x_0 - 1*1*x_1*x_2/2,Einstein field equations,Physics,"[[0, 10], [0, 10], [0, 10]]"
Eponymous,eponymous_178,float,(x_0/x_1)**(1/4),Avrami equation,Physics,"[[0.01, 100], [0.01, 100]]"
Eponymous,eponymous_179,float,(8*pi*x_0)/(x_1**4),Einstein field equations,Physics,"[[0, 10], [4.0115377686333886e-10, 7.45877143327692]]"
Eponymous,eponymous_180,float,x_0 - 1*1*x_1*x_2/2 + x_2*x_3,Einstein field equations,Physics,"[[0, 10], [0, 10], [0, 10], [0, 10]]"
Eponymous,eponymous_181,float,x_0 - 1*2*x_2*x_3/(x_1 - 2),Einstein field equations,Physics,"[[0, 10], [0, 10], [0, 10], [0, 10]]"
Eponymous,eponymous_182,float,x_0 - x_1*x_2,Einstein field equations,Physics,"[[0, 10], [0, 10], [0, 10]]"
Eponymous,eponymous_183,float,x_0*x_1*x_2 + x_0*x_1,Euler's equations (rigid body dynamics),Physics,"[[-10, 10], [-10, 10], [-10, 10]]"
Eponymous,eponymous_184,float,x_0*x_1*x_2 + x_0*x_1,Euler's equations (rigid body dynamics),Physics,"[[-10, 10], [-10, 10], [-10, 10]]"
Eponymous,eponymous_185,float,x_0*x_1,Euler's equations (rigid body dynamics),Mathematics,"[[-10, 10], [-10, 10]]"
Eponymous,eponymous_186,float,x_0/x_1,Euler–Bernoulli beam equation,Engineering,"[[-1000, 1000], [1000, 100000]]"
Eponymous,eponymous_187,float,x_0/x_1,Euler–Bernoulli beam equation,Engineering,"[[-0.1, 0.1], [0.1, 10]]"
Eponymous,eponymous_188,float,x_0*x_1/x_2,Euler–Bernoulli beam equation,Engineering,"[[1000, 100000], [-0.1, 0.1], [0.1, 10]]"
Eponymous,eponymous_189,float,x_0*x_1*(-exp(-x_2*x_3) + exp(-x_1*x_3))/(-x_1 + x_2),Bateman equation,Physics,"[[0, 1000], [0.5282908306462137, 0.6300081711155743], [0.5262908305806789, 0.5282908305806789], [0, 1000]]"
Eponymous,eponymous_190,float,x_0*x_1*x_3/x_2,Euler–Bernoulli beam equation,Engineering,"[[1000, 100000], [-0.1, 0.1], [0.1, 10], [1e-06, 0.001]]"
Eponymous,eponymous_191,float,"log(x_0*(1 - x_1)/(x_1*(1 - x_0)), 10)/log(x_2, 10)",Fenske equation,Chemistry,"[[0.01, 0.99], [0.01, 0.99], [1.01, 10.0]]"
Eponymous,eponymous_192,float,"log(x_0*x_2/(x_1*x_3), 10)/log(x_4, 10)",Fenske equation,Chemistry,"[[0.01, 0.99], [0.01, 0.99], [0.01, 0.99], [0.01, 0.99], [1.01, 10.0]]"
Eponymous,eponymous_193,float,"log(x_0*(1 - x_1)/(x_1*(1 - x_0)), 10)/log(x_2, 10)",Fenske equation,Chemistry,"[[0.01, 0.99], [0.01, 0.99], [1.01, 10.0]]"
Eponymous,eponymous_194,float,x_0*(x_2/x_3)**x_4/x_1,Fenske equation,Chemistry,"[[0.01, 0.99], [0.01, 0.99], [0.01, 1.0], [0.01, 1.0], [1, 10]]"
Eponymous,eponymous_195,float,Abs((x_0*cos(x_1) - x_2*cos(x_3))/(x_0*cos(x_1) + x_2*cos(x_3)))**2,Fresnel equations,Physics,"[[1.0, 2.0], [0.0, 90.0], [1.0, 2.0], [0.0, 90.0]]"
Eponymous,eponymous_196,float,Abs((x_0*cos(x_3) - x_2*cos(x_1))/(x_0*cos(x_3) + x_2*cos(x_1)))**2,Fresnel equations,Physics,"[[1.0, 2.0], [0.0, 90.0], [1.0, 2.0], [0.0, 90.0]]"
Eponymous,eponymous_197,float,1 - x_0,Fresnel equations,Physics,"[[0.0, 1.0]]"
Eponymous,eponymous_198,float,1 - x_0,Fresnel equations,Physics,"[[0.0, 1.0]]"
Eponymous,eponymous_199,float,(x_0*x_2 - x_1**2)/(x_3*x_5 - x_4**2),Gauss–Codazzi equations,Mathematics,"[[-10, 10], [-10, 10], [-10, 10], [-3.118570258002336, -2.266187344412952], [3.0644395024331135, 3.0664395024331133], [-4.151282384430481, -4.149282382523132]]"
Eponymous,eponymous_200,float,x_0*x_2*(-exp(-x_2*x_3) + exp(-x_1*x_3))/(-x_1 + x_2),Bateman equation,Physics,"[[0, 1000], [0.1687469724538584, 1], [0.16674697181228273, 0.16874697181228274], [0, 1000]]"
Eponymous,eponymous_201,float,-x_1/(x_0**2),Gibbs–Helmholtz equation,Chemistry,"[[273.15, 373.15], [0, 1000]]"
Eponymous,eponymous_202,float,-x_1/(x_0**2),Gibbs–Helmholtz equation,Chemistry,"[[273.15, 373.15], [0, 1000]]"
Eponymous,eponymous_203,float,x_2*(-1*1/x_1 + 1/x_0),Gibbs–Helmholtz equation,Chemistry,"[[273.15, 373.15], [273.15, 373.15], [0, 1000]]"
Eponymous,eponymous_204,float,79/(250*x_0**(1/4)),Haaland equation,Engineering,"[[4000, 100000]]"
Eponymous,eponymous_205,float,x_0*x_1,Hammett equation,Chemistry,"[[-10, 10], [-10, 10]]"
Eponymous,eponymous_206,float,"1*log(x_0/x_1, 10)/(211/100)",Hammett equation,Chemistry,"[[0.01, 100], [0.01, 100]]"
Eponymous,eponymous_207,float,"-1*1*log(x_0/x_1, 10)/227/50",Hammett equation,Chemistry,"[[0.01, 100], [0.01, 100]]"
Eponymous,eponymous_208,float,x_1*exp(x_0/x_2),Hasegawa–Mima equation,Physics,"[[-10, 10], [1e-06, 1000000.0], [1e-06, 1000000.0]]"
Eponymous,eponymous_209,float,(x_0*x_1)/((x_1**2*x_2)),Hasegawa–Mima equation,Physics,"[[-10, 10], [1e-06, 1000000.0], [1e-06, 1000000.0]]"
Eponymous,eponymous_210,float,x_0*x_1**(63/100)*x_2**(27/50),Hazen–Williams equation,Engineering,"[[0.001, 0.04], [0.001, 100], [0.001, 1]]"
OEIS,oeis_0,int,6**x_0,A000400,Mathematics,"[[0, 13]]"
OEIS,oeis_1,int,2*x_0**2,A001105,Mathematics,"[[0, 500]]"
OEIS,oeis_2,int,(12*x_0 + 1)*(12*x_0 + 11),A001538,Mathematics,"[[0, 500]]"
OEIS,oeis_3,int,8**(2*x_0 + 1),A013713,Mathematics,"[[0, 6]]"
OEIS,oeis_4,int,23 - x_0,A022979,Mathematics,"[[0, 500]]"
OEIS,oeis_5,int,24 - x_0,A022980,Mathematics,"[[0, 500]]"
OEIS,oeis_6,int,25 - x_0,A022981,Mathematics,"[[0, 500]]"
OEIS,oeis_7,int,26 - x_0,A022982,Mathematics,"[[0, 500]]"
OEIS,oeis_8,int,27 - x_0,A022983,Mathematics,"[[0, 500]]"
OEIS,oeis_9,int,28 - x_0,A022984,Mathematics,"[[0, 500]]"
OEIS,oeis_10,int,29 - x_0,A022985,Mathematics,"[[0, 500]]"
OEIS,oeis_11,int,30 - x_0,A022986,Mathematics,"[[0, 500]]"
OEIS,oeis_12,int,31 - x_0,A022987,Mathematics,"[[0, 500]]"
OEIS,oeis_13,int,32 - x_0,A022988,Mathematics,"[[0, 500]]"
OEIS,oeis_14,int,9**(2*x_0 + 1),A013714,Mathematics,"[[0, 5]]"
OEIS,oeis_15,int,33 - x_0,A022989,Mathematics,"[[0, 500]]"
OEIS,oeis_16,int,34 - x_0,A022990,Mathematics,"[[0, 500]]"
OEIS,oeis_17,int,35 - x_0,A022991,Mathematics,"[[0, 500]]"
OEIS,oeis_18,int,36 - x_0,A022992,Mathematics,"[[0, 500]]"
OEIS,oeis_19,int,37 - x_0,A022993,Mathematics,"[[0, 500]]"
OEIS,oeis_20,int,38 - x_0,A022994,Mathematics,"[[0, 500]]"
OEIS,oeis_21,int,39 - x_0,A022995,Mathematics,"[[0, 500]]"
OEIS,oeis_22,int,40 - x_0,A022996,Mathematics,"[[0, 500]]"
OEIS,oeis_23,int,x_0 - 1,A023443,Mathematics,"[[0, 500]]"
OEIS,oeis_24,int,x_0 - 2,A023444,Mathematics,"[[0, 500]]"
OEIS,oeis_25,int,10**(2*x_0 + 1),A013715,Mathematics,"[[0, 5]]"
OEIS,oeis_26,int,x_0 - 3,A023445,Mathematics,"[[0, 500]]"
OEIS,oeis_27,int,x_0 - 5,A023447,Mathematics,"[[0, 500]]"
OEIS,oeis_28,int,x_0 - 6,A023448,Mathematics,"[[0, 500]]"
OEIS,oeis_29,int,x_0 - 9,A023451,Mathematics,"[[0, 500]]"
OEIS,oeis_30,int,x_0 - 11,A023453,Mathematics,"[[0, 500]]"
OEIS,oeis_31,int,x_0 - 13,A023455,Mathematics,"[[0, 500]]"
OEIS,oeis_32,int,x_0 - 14,A023456,Mathematics,"[[0, 500]]"
OEIS,oeis_33,int,x_0 - 15,A023457,Mathematics,"[[0, 500]]"
OEIS,oeis_34,int,x_0 - 24,A023466,Mathematics,"[[0, 500]]"
OEIS,oeis_35,int,x_0 - 30,A023472,Mathematics,"[[0, 500]]"
OEIS,oeis_36,int,11**(2*x_0 + 1),A013716,Mathematics,"[[0, 5]]"
OEIS,oeis_37,int,x_0 - 32,A023474,Mathematics,"[[0, 500]]"
OEIS,oeis_38,int,1 - x_0**3,A024001,Mathematics,"[[0, 500]]"
OEIS,oeis_39,int,1 - x_0**4,A024002,Mathematics,"[[0, 317]]"
OEIS,oeis_40,int,1 - x_0**5,A024003,Mathematics,"[[0, 101]]"
OEIS,oeis_41,int,1 - x_0**6,A024004,Mathematics,"[[0, 47]]"
OEIS,oeis_42,int,1 - x_0**7,A024005,Mathematics,"[[0, 27]]"
OEIS,oeis_43,int,1 - x_0**8,A024006,Mathematics,"[[0, 18]]"
OEIS,oeis_44,int,1 - x_0**9,A024007,Mathematics,"[[0, 13]]"
OEIS,oeis_45,int,1 - x_0**10,A024008,Mathematics,"[[0, 11]]"
OEIS,oeis_46,int,1 - x_0**11,A024009,Mathematics,"[[0, 9]]"
OEIS,oeis_47,int,12**(2*x_0 + 1),A013717,Mathematics,"[[0, 5]]"
OEIS,oeis_48,int,1 - x_0**12,A024010,Mathematics,"[[0, 7]]"
OEIS,oeis_49,int,2**x_0 - x_0**7,A024017,Mathematics,"[[0, 27]]"
OEIS,oeis_50,int,2**x_0 - x_0**10,A024020,Mathematics,"[[0, 11]]"
OEIS,oeis_51,int,2**x_0 - x_0**12,A024022,Mathematics,"[[0, 7]]"
OEIS,oeis_52,int,3**x_0 - x_0,A024024,Mathematics,"[[0, 21]]"
OEIS,oeis_53,int,3**x_0 - x_0**2,A024025,Mathematics,"[[0, 21]]"
OEIS,oeis_54,int,3**x_0 - x_0**3,A024026,Mathematics,"[[0, 21]]"
OEIS,oeis_55,int,3**x_0 - x_0**4,A024027,Mathematics,"[[0, 21]]"
OEIS,oeis_56,int,3**x_0 - x_0**5,A024028,Mathematics,"[[0, 21]]"
OEIS,oeis_57,int,3**x_0 - x_0**6,A024029,Mathematics,"[[0, 21]]"
OEIS,oeis_58,int,13**(2*x_0 + 1),A013718,Mathematics,"[[0, 4]]"
OEIS,oeis_59,int,3**x_0 - x_0**7,A024030,Mathematics,"[[0, 22]]"
OEIS,oeis_60,int,3**x_0 - x_0**8,A024031,Mathematics,"[[0, 18]]"
OEIS,oeis_61,int,3**x_0 - x_0**9,A024032,Mathematics,"[[0, 13]]"
OEIS,oeis_62,int,3**x_0 - x_0**10,A024033,Mathematics,"[[0, 11]]"
OEIS,oeis_63,int,3**x_0 - x_0**11,A024034,Mathematics,"[[0, 9]]"
OEIS,oeis_64,int,3**x_0 - x_0**12,A024035,Mathematics,"[[0, 7]]"
OEIS,oeis_65,int,4**x_0 - x_0,A024037,Mathematics,"[[0, 17]]"
OEIS,oeis_66,int,4**x_0 - x_0**2,A024038,Mathematics,"[[0, 17]]"
OEIS,oeis_67,int,4**x_0 - x_0**3,A024039,Mathematics,"[[0, 17]]"
OEIS,oeis_68,int,4**x_0 - x_0**4,A024040,Mathematics,"[[0, 17]]"
OEIS,oeis_69,int,14**(2*x_0 + 1),A013719,Mathematics,"[[0, 4]]"
OEIS,oeis_70,int,4**x_0 - x_0**5,A024041,Mathematics,"[[0, 17]]"
OEIS,oeis_71,int,4**x_0 - x_0**6,A024042,Mathematics,"[[0, 17]]"
OEIS,oeis_72,int,4**x_0 - x_0**7,A024043,Mathematics,"[[0, 17]]"
OEIS,oeis_73,int,4**x_0 - x_0**8,A024044,Mathematics,"[[0, 17]]"
OEIS,oeis_74,int,4**x_0 - x_0**9,A024045,Mathematics,"[[0, 13]]"
OEIS,oeis_75,int,4**x_0 - x_0**10,A024046,Mathematics,"[[0, 11]]"
OEIS,oeis_76,int,4**x_0 - x_0**11,A024047,Mathematics,"[[0, 9]]"
OEIS,oeis_77,int,4**x_0 - x_0**12,A024048,Mathematics,"[[0, 7]]"
OEIS,oeis_78,int,5**x_0 - x_0,A024050,Mathematics,"[[0, 15]]"
OEIS,oeis_79,int,5**x_0 - x_0**2,A024051,Mathematics,"[[0, 15]]"
OEIS,oeis_80,int,15**(2*x_0 + 1),A013720,Mathematics,"[[0, 4]]"
OEIS,oeis_81,int,5**x_0 - x_0**3,A024052,Mathematics,"[[0, 15]]"
OEIS,oeis_82,int,5**x_0 - x_0**4,A024053,Mathematics,"[[0, 15]]"
OEIS,oeis_83,int,5**x_0 - x_0**5,A024054,Mathematics,"[[0, 15]]"
OEIS,oeis_84,int,5**x_0 - x_0**6,A024055,Mathematics,"[[0, 15]]"
OEIS,oeis_85,int,5**x_0 - x_0**7,A024056,Mathematics,"[[0, 15]]"
OEIS,oeis_86,int,5**x_0 - x_0**8,A024057,Mathematics,"[[0, 15]]"
OEIS,oeis_87,int,5**x_0 - x_0**9,A024058,Mathematics,"[[0, 14]]"
OEIS,oeis_88,int,5**x_0 - x_0**10,A024059,Mathematics,"[[0, 11]]"
OEIS,oeis_89,int,5**x_0 - x_0**11,A024060,Mathematics,"[[0, 9]]"
OEIS,oeis_90,int,5**x_0 - x_0**12,A024061,Mathematics,"[[0, 7]]"
OEIS,oeis_91,int,16**(2*x_0 + 1),A013721,Mathematics,"[[0, 4]]"
OEIS,oeis_92,int,6**x_0 - 1,A024062,Mathematics,"[[0, 13]]"
OEIS,oeis_93,int,6**x_0 - x_0,A024063,Mathematics,"[[0, 13]]"
OEIS,oeis_94,int,6**x_0 - x_0**2,A024064,Mathematics,"[[0, 13]]"
OEIS,oeis_95,int,6**x_0 - x_0**3,A024065,Mathematics,"[[0, 13]]"
OEIS,oeis_96,int,6**x_0 - x_0**4,A024066,Mathematics,"[[0, 13]]"
OEIS,oeis_97,int,6**x_0 - x_0**5,A024067,Mathematics,"[[0, 13]]"
OEIS,oeis_98,int,6**x_0 - x_0**7,A024069,Mathematics,"[[0, 13]]"
OEIS,oeis_99,int,6**x_0 - x_0**8,A024070,Mathematics,"[[0, 13]]"
OEIS,oeis_100,int,6**x_0 - x_0**9,A024071,Mathematics,"[[0, 14]]"
OEIS,oeis_101,int,6**x_0 - x_0**10,A024072,Mathematics,"[[0, 11]]"
OEIS,oeis_102,int,17**(2*x_0 + 1),A013722,Mathematics,"[[0, 4]]"
OEIS,oeis_103,int,6**x_0 - x_0**11,A024073,Mathematics,"[[0, 9]]"
OEIS,oeis_104,int,6**x_0 - x_0**12,A024074,Mathematics,"[[0, 7]]"
OEIS,oeis_105,int,7**x_0 - 1,A024075,Mathematics,"[[0, 12]]"
OEIS,oeis_106,int,7**x_0 - x_0,A024076,Mathematics,"[[0, 12]]"
OEIS,oeis_107,int,7**x_0 - x_0**2,A024077,Mathematics,"[[0, 12]]"
OEIS,oeis_108,int,7**x_0 - x_0**3,A024078,Mathematics,"[[0, 12]]"
OEIS,oeis_109,int,7**x_0 - x_0**4,A024079,Mathematics,"[[0, 12]]"
OEIS,oeis_110,int,7**x_0 - x_0**5,A024080,Mathematics,"[[0, 12]]"
OEIS,oeis_111,int,7**x_0 - x_0**6,A024081,Mathematics,"[[0, 12]]"
OEIS,oeis_112,int,7**x_0 - x_0**8,A024083,Mathematics,"[[0, 12]]"
OEIS,oeis_113,int,(5*x_0 + 1)*(5*x_0 + 4),A001545,Mathematics,"[[0, 500]]"
OEIS,oeis_114,int,18**(2*x_0 + 1),A013723,Mathematics,"[[0, 4]]"
OEIS,oeis_115,int,7**x_0 - x_0**9,A024084,Mathematics,"[[0, 13]]"
OEIS,oeis_116,int,7**x_0 - x_0**10,A024085,Mathematics,"[[0, 11]]"
OEIS,oeis_117,int,7**x_0 - x_0**11,A024086,Mathematics,"[[0, 9]]"
OEIS,oeis_118,int,7**x_0 - x_0**12,A024087,Mathematics,"[[0, 7]]"
OEIS,oeis_119,int,8**x_0 - 1,A024088,Mathematics,"[[0, 12]]"
OEIS,oeis_120,int,8**x_0 - x_0,A024089,Mathematics,"[[0, 12]]"
OEIS,oeis_121,int,8**x_0 - x_0**3,A024091,Mathematics,"[[0, 12]]"
OEIS,oeis_122,int,8**x_0 - x_0**4,A024092,Mathematics,"[[0, 12]]"
OEIS,oeis_123,int,8**x_0 - x_0**5,A024093,Mathematics,"[[0, 12]]"
OEIS,oeis_124,int,8**x_0 - x_0**7,A024095,Mathematics,"[[0, 12]]"
OEIS,oeis_125,int,19**(2*x_0 + 1),A013724,Mathematics,"[[0, 4]]"
OEIS,oeis_126,int,8**x_0 - x_0**8,A024096,Mathematics,"[[0, 12]]"
OEIS,oeis_127,int,8**x_0 - x_0**9,A024097,Mathematics,"[[0, 12]]"
OEIS,oeis_128,int,8**x_0 - x_0**10,A024098,Mathematics,"[[0, 11]]"
OEIS,oeis_129,int,8**x_0 - x_0**11,A024099,Mathematics,"[[0, 9]]"
OEIS,oeis_130,int,8**x_0 - x_0**12,A024100,Mathematics,"[[0, 7]]"
OEIS,oeis_131,int,9**x_0 - 1,A024101,Mathematics,"[[0, 11]]"
OEIS,oeis_132,int,9**x_0 - x_0,A024102,Mathematics,"[[0, 11]]"
OEIS,oeis_133,int,9**x_0 - x_0**2,A024103,Mathematics,"[[0, 11]]"
OEIS,oeis_134,int,9**x_0 - x_0**3,A024104,Mathematics,"[[0, 11]]"
OEIS,oeis_135,int,9**x_0 - x_0**4,A024105,Mathematics,"[[0, 11]]"
OEIS,oeis_136,int,20**(2*x_0 + 1),A013725,Mathematics,"[[0, 4]]"
OEIS,oeis_137,int,9**x_0 - x_0**5,A024106,Mathematics,"[[0, 11]]"
OEIS,oeis_138,int,9**x_0 - x_0**6,A024107,Mathematics,"[[0, 11]]"
OEIS,oeis_139,int,9**x_0 - x_0**7,A024108,Mathematics,"[[0, 11]]"
OEIS,oeis_140,int,9**x_0 - x_0**8,A024109,Mathematics,"[[0, 11]]"
OEIS,oeis_141,int,9**x_0 - x_0**9,A024110,Mathematics,"[[0, 11]]"
OEIS,oeis_142,int,9**x_0 - x_0**10,A024111,Mathematics,"[[0, 12]]"
OEIS,oeis_143,int,9**x_0 - x_0**11,A024112,Mathematics,"[[0, 9]]"
OEIS,oeis_144,int,9**x_0 - x_0**12,A024113,Mathematics,"[[0, 7]]"
OEIS,oeis_145,int,10**x_0 - x_0,A024115,Mathematics,"[[0, 11]]"
OEIS,oeis_146,int,10**x_0 - x_0**2,A024116,Mathematics,"[[0, 11]]"
OEIS,oeis_147,int,21**(2*x_0 + 1),A013726,Mathematics,"[[0, 4]]"
OEIS,oeis_148,int,10**x_0 - x_0**3,A024117,Mathematics,"[[0, 11]]"
OEIS,oeis_149,int,10**x_0 - x_0**4,A024118,Mathematics,"[[0, 11]]"
OEIS,oeis_150,int,10**x_0 - x_0**5,A024119,Mathematics,"[[0, 11]]"
OEIS,oeis_151,int,10**x_0 - x_0**6,A024120,Mathematics,"[[0, 11]]"
OEIS,oeis_152,int,10**x_0 - x_0**7,A024121,Mathematics,"[[0, 11]]"
OEIS,oeis_153,int,10**x_0 - x_0**8,A024122,Mathematics,"[[0, 11]]"
OEIS,oeis_154,int,10**x_0 - x_0**9,A024123,Mathematics,"[[0, 11]]"
OEIS,oeis_155,int,10**x_0 - x_0**10,A024124,Mathematics,"[[0, 11]]"
OEIS,oeis_156,int,10**x_0 - x_0**11,A024125,Mathematics,"[[0, 9]]"
OEIS,oeis_157,int,10**x_0 - x_0**12,A024126,Mathematics,"[[0, 7]]"
OEIS,oeis_158,int,22**(2*x_0 + 1),A013727,Mathematics,"[[0, 4]]"
OEIS,oeis_159,int,11**x_0 - 1,A024127,Mathematics,"[[0, 10]]"
OEIS,oeis_160,int,11**x_0 - x_0**3,A024130,Mathematics,"[[0, 10]]"
OEIS,oeis_161,int,11**x_0 - x_0**4,A024131,Mathematics,"[[0, 10]]"
OEIS,oeis_162,int,11**x_0 - x_0**5,A024132,Mathematics,"[[0, 10]]"
OEIS,oeis_163,int,11**x_0 - x_0**6,A024133,Mathematics,"[[0, 10]]"
OEIS,oeis_164,int,11**x_0 - x_0**7,A024134,Mathematics,"[[0, 10]]"
OEIS,oeis_165,int,11**x_0 - x_0**8,A024135,Mathematics,"[[0, 10]]"
OEIS,oeis_166,int,11**x_0 - x_0**9,A024136,Mathematics,"[[0, 10]]"
OEIS,oeis_167,int,11**x_0 - x_0**10,A024137,Mathematics,"[[0, 10]]"
OEIS,oeis_168,int,11**x_0 - x_0**11,A024138,Mathematics,"[[0, 9]]"
OEIS,oeis_169,int,23**(2*x_0 + 1),A013728,Mathematics,"[[0, 4]]"
OEIS,oeis_170,int,11**x_0 - x_0**12,A024139,Mathematics,"[[0, 7]]"
OEIS,oeis_171,int,12**x_0 - 1,A024140,Mathematics,"[[0, 10]]"
OEIS,oeis_172,int,12**x_0 - x_0,A024141,Mathematics,"[[0, 10]]"
OEIS,oeis_173,int,12**x_0 - x_0**3,A024143,Mathematics,"[[0, 10]]"
OEIS,oeis_174,int,12**x_0 - x_0**4,A024144,Mathematics,"[[0, 10]]"
OEIS,oeis_175,int,12**x_0 - x_0**5,A024145,Mathematics,"[[0, 10]]"
OEIS,oeis_176,int,12**x_0 - x_0**6,A024146,Mathematics,"[[0, 10]]"
OEIS,oeis_177,int,12**x_0 - x_0**7,A024147,Mathematics,"[[0, 10]]"
OEIS,oeis_178,int,12**x_0 - x_0**8,A024148,Mathematics,"[[0, 10]]"
OEIS,oeis_179,int,12**x_0 - x_0**9,A024149,Mathematics,"[[0, 10]]"
OEIS,oeis_180,int,24**(2*x_0 + 1),A013729,Mathematics,"[[0, 4]]"
OEIS,oeis_181,int,12**x_0 - x_0**10,A024150,Mathematics,"[[0, 10]]"
OEIS,oeis_182,int,12**x_0 - x_0**11,A024151,Mathematics,"[[0, 9]]"
OEIS,oeis_183,int,0.5*4**x_0*(4**x_0 + 1),A026244,Mathematics,"[[0, 9]]"
OEIS,oeis_184,int,0.5*4**x_0*(4**x_0 - 1),A026337,Mathematics,"[[0, 9]]"
OEIS,oeis_185,int,2**x_0*(2**x_0 - 2)*(2**x_0 - 1)/6,A026740,Mathematics,"[[0, 12]]"
OEIS,oeis_186,int,3**x_0*(3**x_0 - 2)*(3**x_0 - 1)/6,A026809,Mathematics,"[[0, 8]]"
OEIS,oeis_187,int,x_0/2,A027184,Mathematics,"[[0, 500]]"
OEIS,oeis_188,int,x_0**4 - 6*x_0**3 + 12*x_0**2 - 4*x_0 + 1,A027382,Mathematics,"[[0, 318]]"
OEIS,oeis_189,int,(x_0 - 2)*(49*x_0 - 49)/2,A027469,Mathematics,"[[0, 500]]"
OEIS,oeis_190,int,(x_0 - 2)*(225*x_0 - 225)/2,A027470,Mathematics,"[[0, 500]]"
OEIS,oeis_191,int,2**(3*x_0 + 1),A013730,Mathematics,"[[0, 11]]"
OEIS,oeis_192,int,x_0*(x_0 + 1)*(x_0 + 2)/2,A027480,Mathematics,"[[0, 500]]"
OEIS,oeis_193,int,x_0*(x_0**3 - 1)/2,A027482,Mathematics,"[[0, 377]]"
OEIS,oeis_194,int,x_0*(x_0**4 - 1)/2,A027484,Mathematics,"[[0, 115]]"
OEIS,oeis_195,int,3*x_0**2 - 7*x_0 + 6,A027599,Mathematics,"[[0, 500]]"
OEIS,oeis_196,int,x_0**3 + (x_0 + 1)**3 + (x_0 + 2)**3 + (x_0 + 3)**3,A027603,Mathematics,"[[0, 500]]"
OEIS,oeis_197,int,x_0**3 + (x_0 + 1)**3 + (x_0 + 2)**3 + (x_0 + 3)**3 + (x_0 + 4)**3,A027604,Mathematics,"[[0, 500]]"
OEIS,oeis_198,int,x_0 + (x_0 + 1)**2 + (x_0 + 2)**3,A027620,Mathematics,"[[0, 500]]"
OEIS,oeis_199,int,x_0 + (x_0 + 1)**2 + (x_0 + 2)**3 + (x_0 + 3)**4,A027621,Mathematics,"[[0, 313]]"
OEIS,oeis_200,int,x_0 + (x_0 + 1)**2 + (x_0 + 2)**3 + (x_0 + 3)**4 + (x_0 + 4)**5,A027622,Mathematics,"[[0, 96]]"
OEIS,oeis_201,int,x_0**2 + x_0 + 3,A027688,Mathematics,"[[0, 500]]"
OEIS,oeis_202,int,2**(3*x_0 + 2),A013731,Mathematics,"[[0, 11]]"
OEIS,oeis_203,int,x_0**2 + x_0 + 4,A027689,Mathematics,"[[0, 500]]"
OEIS,oeis_204,int,x_0**2 + x_0 + 5,A027690,Mathematics,"[[0, 500]]"
OEIS,oeis_205,int,x_0**2 + x_0 + 6,A027691,Mathematics,"[[0, 500]]"
OEIS,oeis_206,int,x_0**2 + x_0 + 7,A027692,Mathematics,"[[0, 500]]"
