collection,task_ID,description,dtype,expression,name,scientific_field,support
PHYBench,phybench_48,"The force on a cylinder in a standing wave, where x_0 is the radius of the cylinder, x_1 is the height, x_2 is the adiabatic index, x_3 is the equilibrium pressure, x_4 is the wavenumber, x_5 is the amplitude, x_6 is the position, x_7 is the frequency, and x_8 is the time.",float,-pi*x_0**2*x_1*x_2*x_3*x_4**2*x_5*cos(x_4*x_6)*cos(2*pi*x_7*x_8),pybench_ID_318,Physics,"[[0.01, 0.1], [0.1, 1.0], [1.0, 2.0], [100000, 200000], [10, 100], [0.01, 0.1], [0, 1], [100, 1000], [0, 1]]"
PHYBench,phybench_49,"The equation represents the product of characteristic frequencies in a Heisenberg spin system, where x_0 is the gyromagnetic ratio, x_1 is the exchange interaction constant, x_2 is the spin magnitude, and x_3 is the magnetic field strength.",float,x_0*(x_0*x_3 + 2*x_1*x_2),pybench_ID_62,Physics,"[[0.1, 10.0], [0.1, 5.0], [0.5, 10.0], [0.1, 2.0]]"
PHYBench,phybench_50,"This equation describes the total time for a particle to complete a full cycle of motion under elastic forces, where x_0 is the distance a, x_1 is the amplitude b, x_2 is the mass m, and x_3 is the spring constant k.",float,sqrt(x_2/x_3)*(4*x_0/x_1 + 2*pi),pybench_ID_143,Physics,"[[0.1, 10.0], [0.1, 10.0], [0.1, 10.0], [0.1, 100.0]]"
PHYBench,phybench_51,"The equation describes the total angle turned around the Earth's center during projectile motion, where x_0 is the coefficient k, x_1 is the initial angle theta, and x_2 is the restitution coefficient epsilon.",float,2*x_0**2*x_1/((1 - x_0**2)*(1 - x_2)),pybench_ID_401,Physics,"[[0.0, 1.0], [0.0, 1.57], [0.0, 1.0]]"
PHYBench,phybench_52,"The equation describes the wavelength of a surface plasmon polariton, where y is the wavelength, x_0 is the free-space wavelength, x_1 is the permittivity of the dielectric medium, and x_2 is the real part of the permittivity of the metal.",float,x_0*sqrt((x_1 + x_2)/(x_1*x_2)),pybench_ID_443,Physics,"[[3.8e-07, 7.5e-07], [1.0, 4.0], [1.0, 10.0]]"
PHYBench,phybench_53,"This equation describes the radiation power of a rotating charged particle system in a moving reference frame, where x_0 is the charge density, x_1 is the angular velocity, x_2 is the radius, and constant is the speed of light.",float,1.11265005605362e-17*x_0*x_1**2*x_2**2/(-1.11265005605362e-17*x_1**2*x_2**2 + 1) + log(-1.11265005605362e-17*x_1**2*x_2**2 + 1),pybench_ID_115,Physics,"[[1e-10, 10000000000.0], [0.1, 1000.0], [0.001, 100.0]]"
PHYBench,phybench_54,"The resonant period \( T_1 \) of a magnetic ring system, where \( x_0 \) is the mass of the ring, \( x_1 \) is the height \( h \), \( x_2 \) is the radius \( R \) of the ring, \( x_3 \) is the magnetic moment \( m \), and \( x_4 \) is the current \( I \).",float,4472.13595499958*pi*sqrt(x_0*(x_1**2 + x_2**2)**(7/2)/(x_3*x_4*(2*x_1**4 - 11*x_1**2*x_2**2 + 2*x_2**4))),pybench_ID_493,Physics,"[[0.01, 5.4725429993534975], [0.3330546979027673, 1.0], [0.028987615790468726, 0.02898961579046873], [0.1, 5.983242743970718], [0.1, 10.0]]"
PHYBench,phybench_55,"This equation describes the change in the angle Δα for a planet in a binary star system, where x_0 and x_1 are the masses of the two stars, x_2 is the mass of the planet, x_3 is the angular velocity of the binary system, and x_4 is the angular momentum of the planet. For numerical stability, we use dimensionless parameters here.",float,345400.5792049118*(x_0*x_1*x_2**4*(x_0+x_1)**(2/3))/(x_3**(4/3)*x_4**4),pybench_ID_69,Physics,"[[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10]]"
PHYBench,phybench_56,"This equation describes the y-component of the electric field due to image charges, where x_0 is the charge, x_1 is the distance parameter, x_2 is the offset in the x-direction, x_3 is the position along the x-axis, x_4 is the position along the z-axis, and x_5 is the offset in the z-direction.",float,56470453368.651*x_0*x_1*((x_1**2 + (x_2 + x_3)**2 + (x_4 - x_5)**2)**(-3/2) - 1/(x_1**2 + (-x_2 + x_3)**2 + (x_4 - x_5)**2)**(3/2))/pi,pybench_ID_10,Physics,"[[-1e-06, 1e-06], [0.1, 10.0], [0.1, 10.0], [-10.0, 10.0], [-10.0, 10.0], [-10.0, 10.0]]"
PHYBench,phybench_57,"This equation describes the velocity of a sphere as a function of time, where y is the velocity vector, x_0 is the initial velocity vector, x_1 is the radius of the sphere, x_2 is the magnetic field strength, x_3 is the mass of the sphere, x_4 is the resistivity parameter, and x_5 is time.",float,x_0*exp(-5*pi*x_1*x_2**2*x_5/(14*x_3*x_4)),pybench_ID_65,Physics,"[[0.0, 10.0], [0.01, 0.1], [0.1, 1.0], [0.01, 1.0], [1e-06, 0.001], [0.0, 10.0]]"
PHYBench,phybench_58,"This equation describes the relationship between the magnetic moment m' and the original magnetic moment m, where x_0 is the radius of the sphere, x_1 is the original magnetic moment, and x_2 is the distance from the center of the sphere.",float,x_0**3*x_1/x_2**3,pybench_ID_131,Physics,"[[0.1, 10.0], [1.0, 100.0], [0.1, 10.0]]"
PHYBench,phybench_59,"This equation describes the precession angular velocity of a wave crest on a rotating ring, where x_0 is the mode number and x_1 is the angular velocity of the ring.",float,-2*x_1/(x_0**2 + 1),pybench_ID_709,Physics,"[[1, 10], [0.1, 10.0]]"
PHYBench,phybench_60,"This equation describes the change in entropy between two states D and A, where x_0 is the initial pressure, x_1 is the initial volume, x_2 is the initial temperature, x_3 is the final pressure, and x_4 is the final volume.",float,3*x_0*x_1*((x_3*x_4**2/(x_0*x_1**2))**(1/3) - 1)/x_2,pybench_ID_423,Physics,"[[100000.0, 1000000.0], [0.001, 0.01], [273.15, 373.15], [100000.0, 1000000.0], [0.001, 0.01]]"
PHYBench,phybench_61,"This equation describes the eccentricity of a rotational ellipsoid under the influence of gravitational and centrifugal forces, where x_0 is the angular velocity, x_1 is the mass of the external body, x_2 is the distance to the external body, and x_3 is the density of the ellipsoid. For numerical stability, we use dimensionless parameters here, and redefined x_2 := x_1/x_2^2, x_1 := x_3",float,9456.338748443015*sqrt((x_0**2 + x_1)/(x_2)),pybench_ID_36,Physics,"[[0, 10], [0.1, 10], [1e-10, 1000.0]]"
PHYBench,phybench_62,"This equation describes the angular acceleration (y) of a cylinder as a function of torque (x_0), mass (x_1), radius (x_2), initial current density parameter (x_3), length (x_4), and decay constant (x_5).",float,2*x_0/(x_1*x_2**2 + 50.26548245743669*x_3**2*x_4*((x_2**3/(2*x_5) - 3*x_2**2/(4*x_5**2) + 3*x_2/(4*x_5**3) - 3/(8*x_5**4))*exp(2*x_2*x_5) + 3/(8*x_5**4))),pybench_ID_333,Physics,"[[0.1, 10.0], [0.01, 1.0], [0.01, 0.5], [1.0, 100.0], [0.1, 10.0], [0.1, 10.0]]"
PHYBench,phybench_63,"The equation describes the final temperature y of a gas in a container after a quasi-static adiabatic process, where x_0 is the initial temperature, x_1 is the number of molecules, x_2 is the mass of a molecule, x_3 is the gravitational acceleration, x_4 is the final pressure, x_5 is the cross-sectional area of the container, and x_6 is the initial pressure. For numerical stability, we use dimensionless parameters here.",float,300*x_0*((x_1*x_2*x_3 + 5100000.0*x_4*x_6)/(x_1*x_2*x_3 + 5100000.0*x_5*x_6))**0.285714285714286*(1.96e-7*x_1*x_2*x_3/(x_4*x_6) + 1)**(1457142.85714286*x_4*x_6/(x_1*x_2*x_3))/(1.96e-7*x_1*x_2*x_3/(x_5*x_6) + 1)**(1457142.85714286*x_5*x_6/(x_1*x_2*x_3)),pybench_ID_50,Physics,"[[0.91, 1.24], [0.001, 100.0], [0.1, 1], [0.9995, 1.0005], [0.2, 2], [0.2, 2], [0.1, 10]]"
PHYBench,phybench_64,"This equation describes the time t (y) as a function of the density (x_0), area (x_1), spring constant (x_2), initial radius (x_3), initial mass (x_4), and current radius (x_5) in an adiabatic process involving relativistic circular motion.",float,sqrt(2)*sqrt(x_3**4*x_4*(x_2*x_3**2/(89875517873681764*x_4) + sqrt(x_2**2*x_3**4/(8077608713062490229263800746151696*x_4**2) + 4))/x_2)*(x_2*(-1/x_5 + 1/x_3)/89875517873681764 + x_3**4*x_4*(x_5**(-7) - 1/x_3**7)*(x_2*x_3**2/(157282156278943087*x_4) + 4*sqrt(x_2**2*x_3**4/(8077608713062490229263800746151696*x_4**2) + 4)/7)/2)/(2*x_0*x_1),pybench_ID_221,Physics,"[[1e-06, 0.001], [0.0001, 0.1], [100.0, 100000.0], [0.01, 100.0], [0.001, 1000.0], [0.001, 100.0]]"
PHYBench,phybench_65,"This equation describes the maximum efficiency (y) of a thermodynamic cycle as a function of the heat capacity ratio (x_0), initial pressure (x_1), initial volume (x_2), and work done (x_3).",float,(x_0 - 1)/(2*sqrt(x_0*x_1*x_2/x_3) - 1),pybench_ID_120,Physics,"[[1.0, 2.0], [100000.0, 200000.0], [0.01, 0.1], [100.0, 1000.0]]"
PHYBench,phybench_66,"This equation calculates the velocity u as a function of two velocities v_1 and v_2 and the angle alpha between them, where x_0 is v_1, x_1 is v_2, and x_2 is the angle alpha.",float,89875517873681764*Abs(sqrt(89875517873681764 - x_0**2) - sqrt(89875517873681764 - x_1**2))/sqrt(-2*x_0**2*x_1**2 + 89875517873681764*x_0**2 - 2*x_0*x_1*sqrt((89875517873681764 - x_0**2)*(89875517873681764 - x_1**2))*cos(x_2) + 89875517873681764*x_1**2),pybench_ID_121,Physics,"[[43943152.227231786, 48334064.227231786], [16697890.341639128, 21088802.341639128], [0.0, 3.141592653589793]]"
PHYBench,phybench_67,"This equation describes the heat flux absorbed by a unit area element at angle θ from a heat source, where x_0 is the temperature of the outer cylinder, x_1 is the temperature of the inner cylinder, x_2 is the radius of the inner cylinder, x_3 is the radius of the outer cylinder, and x_4 is the distance between the axes of the cylinders, and x_5 is the angle θ.",float,x_2*(5.670374419e-8*x_0**4 - 5.670374419e-8*x_1**4)*(x_3 - x_4*cos(x_5))/(x_3**2 - 2*x_3*x_4*cos(x_5) + x_4**2),pybench_ID_33,Physics,"[[273.15, 573.15], [273.15, 573.15], [0.01, 1.0], [0.02, 2.0], [0.01, 1.0], [0.0, 6.283185307]]"
PHYBench,phybench_68,"This equation describes the minimal launch speed \( y \) of a charged ball in a spherical shell system, where \( x_0 \) is the Coulomb constant, \( x_1 \) is the charge of the sphere, \( x_2 \) is the charge of the ball, \( x_3 \) is the mass of the ball, \( x_4 \) is the radius of the sphere, and \( x_5 \) is the number of collisions.",float,sqrt(2)*sqrt(x_0*x_1*x_2*(1 - cos(pi/x_5))/(x_3*x_4*(2*cos(pi/x_5) - 1))),pybench_ID_648,Physics,"[[1.0, 10.0], [1.0, 10.0], [1.0, 5.74500820650337], [0.1, 1.1157296529358918], [0.1, 10.0], [3.000000000054193, 10]]"
PHYBench,phybench_69,"This equation describes the displacement length \( l \) as a function of initial volume \( V_0 \) and cross-sectional area \( S \), where \( x_0 \) is the initial volume and \( x_1 \) is the cross-sectional area.",float,0.2*x_0/x_1,pybench_ID_72,Physics,"[[0.1, 10.0], [0.01, 5.0]]"
PHYBench,phybench_70,"This equation describes the dielectric constant (y) as a function of electron density (x_0), electron charge (constant), permittivity of free space (constant), electron mass (constant), and angular frequency (x_1). For numerical stability, we use dimensionless parameters here.",float,1 + -0.10007*x_0/(x_1**2),pybench_ID_603,Physics,"[[0.001, 1000.0], [0.001, 17.7]]"
PHYBench,phybench_71,"The Debye length (y) as a function of temperature (x_0), Boltzmann constant (constant), permittivity of free space (constant), and ion number density (x_1). For numerical stability, we use dimensionless parameters here.",float,2.7440000000000003e-08*10**(2.25*x_0 - 2.5*x_1),pybench_ID_670,Physics,"[[-1, 1], [-1, 1]]"
PHYBench,phybench_72,The equation describes the tension T (y) in a string as a function of the gravitational force P (x_0) acting on a sphere in an equilateral triangle configuration.,float,sqrt(6)*x_0/18,pybench_ID_140,Physics,"[[0.0, 100.0]]"
PHYBench,phybench_73,"The equation describes the initial velocity \( v_0 \) required for a superconducting ring to reach the horizontal direction, where \( x_0 \) is the characteristic length \( a \), \( x_1 \) is the magnetic field strength \( B \), \( x_2 \) is the radius of the ring \( r \), \( x_3 \) is the mass of the ring \( m \), and \( x_4 \) is the inductance \( L \).",float,sqrt(19.62*x_0 + pi**2*x_1**2*x_2**4/(x_3*x_4)),pybench_ID_653,Physics,"[[0.01, 0.1], [0.1, 1.0], [0.01, 0.1], [0.001, 0.01], [1e-06, 0.001]]"
PHYBench,phybench_74,"This equation describes the temperature distribution of Mars' atmosphere as a function of height, where x_0 is the molar mass, constant is the gravitational constant, constant is the mass of Mars, x_1 is the polytropic index, constant is the radius of Mars, and x_2 is the height.",float,42648777000000.0*x_0/(x_1*(x_2 + 3389.5)),pybench_ID_719,Physics,"[[1.0, 100.0], [1.0, 10.0], [0.0, 100000.0]]"
PHYBench,phybench_75,"This equation describes the relationship between the acceleration of two reference frames in special relativity, where x_0 is the acceleration of frame A and x_1 is the proper length of the train.",float,x_0/(x_0*x_1/89875517873681764 + 1),pybench_ID_211,Physics,"[[0, 1000000], [0, 100000]]"
PHYBench,phybench_76,"The equation describes the terminal velocity of a pendulum system, where x_0 is the length of the pendulum and x_1 is the initial angle.",float,-5.42494239600754*sqrt(x_0*sin(x_1)),pybench_ID_106,Physics,"[[0.1, 10.0], [0.1, 3.141592653589793]]"
PHYBench,phybench_77,"This equation calculates the equivalent resistance between endpoints 1 and 2 in a symmetric four-terminal network, where x_0 is the resistance R_2 and x_1 is the resistance R_1.",float,x_0*(-x_0/x_1 + 2),pybench_ID_58,Physics,"[[0.1, 100.0], [0.1, 100.0]]"
PHYBench,phybench_78,"This equation calculates the height h (y) as a function of the Earth's radius (constant), the pressure ratio (x_0), and the initial force ratio (x_1).",float,-6371000.0 + 6371000.0/sqrt(x_0*(x_1 + 1) - x_1),pybench_ID_41,Physics,"[[0.46629947856958787, 1.5820295658497385], [0.8699625721201549, 0.8719625721201549]]"
PHYBench,phybench_79,"The equation describes the period of oscillation T (y) for a stable equilibrium condition in a magnetic levitation system, where x_0 is the equilibrium position z_0, x_1 is the radius R of the loop, x_2 is the number of turns per unit length n, x_3 is the current I in the solenoid, x_4 is the radius r of the solenoid, x_5 is the length L of the solenoid, and x_6 is the current I_0 in the loop.",float,2*pi*sqrt((2.0e-7*pi*x_2*x_3*x_4**2*(-x_0/sqrt(x_0**2 + x_1**2) + 1)/x_5 - x_6)/((x_0**2 + x_1**2)**(3/2)*(9.81*x_0*(6.0e-7*pi*x_2*x_3*x_4**2/x_5 - 3*x_6)/(x_0**2 + x_1**2)**(5/2) - 1.962e-6*pi*x_2*x_3*x_4**2*(3*x_0**2 - x_1**2)/(x_5*(x_0**2 + x_1**2)**3)))),pybench_ID_412,Physics,"[[0.01, 0.1], [0.01, 0.1], [1000, 10000], [1, 10], [0.01, 0.1], [0.1, 1.0], [0.1, 1.0]]"
PHYBench,phybench_80,"This equation describes the current I in a circuit with two media, where x_0 is the area A, x_1 is the applied voltage U_0, x_2 and x_3 are the conductivities σ_1 and σ_2, x_4 and x_5 are the thicknesses h_1 and h_2, x_6 and x_7 are the permittivities ε_1 and ε_2, and x_8 is the time t.",float,x_0*x_1*(x_2*x_3/(x_2*x_4 + x_3*x_5) + (-x_2*x_3/(x_2*x_4 + x_3*x_5) - x_6*x_7*(x_2*x_4 + x_3*x_5)/(x_4*x_6 + x_5*x_7)**2 + (x_2*x_7 + x_3*x_6)/(x_4*x_6 + x_5*x_7))*exp(x_8*(-x_2*x_4 - x_3*x_5)/(x_4*x_6 + x_5*x_7))),pybench_ID_43,Physics,"[[0.001, 10.0], [0.1, 100.0], [0.0001, 10.0], [0.0001, 10.0], [0.001, 1.0], [0.001, 1.0], [1e-12, 1e-09], [1e-12, 1e-09], [0.0, 100.0]]"
PHYBench,phybench_81,"The equation describes the total height correction due to energy loss from collisions and gravitational effects, where x_0 is the snow density, x_1 is the radius of the block, x_2 is the characteristic length, and x_3 is the mass of the block.",float,64*x_0*x_1**2*x_2/(3*x_3),pybench_ID_117,Physics,"[[0.1, 10.0], [0.1, 5.0], [0.1, 2.0], [1.0, 100.0]]"
PHYBench,phybench_82,"This equation describes the refractive index profile n(r) as a function of the radial distance r, where x_0 is a proportionality constant, x_1 is a characteristic length, x_2 is a dimensionless parameter, and x_3 is the radial distance.",float,x_0*x_1*sqrt(x_2**2/x_3**4 - (x_2**2 - 1)/x_3**2),pybench_ID_42,Physics,"[[0.1, 10.0], [0.1, 10.0], [6.59038132347015, 7.555108046187757], [0.8760464876011667, 0.8780464876011667]]"
PHYBench,phybench_83,"This equation describes the speed of sound in a van der Waals gas, where x_0 is the molar mass, x_1 is the density, and x_2 is the pressure.",float,sqrt(2*x_0*(x_2 + x_1**2/x_0**2)/(x_0*x_1 - x_1**2) - 2*x_1/x_0**2),pybench_ID_45,Physics,"[[69.04373336084075, 69.6527078026626], [69.04372936000306, 69.04373136000305], [1000, 100000]]"
PHYBench,phybench_84,"The transverse acceleration of a curling stone, where x_0 is the coefficient of friction, x_1 is the angular velocity, x_2 is the height, x_3 is the gravitational acceleration, and x_4 is the linear velocity.",float,x_0**2*x_1*x_2*x_3/(2*x_4),pybench_ID_37,Physics,"[[0.01, 0.5], [0.1, 10.0], [0.05, 0.2], [9.8, 9.81], [0.1, 5.0]]"
PHYBench,phybench_85,"This equation calculates the number of photons emitted per unit time due to the resistance of a spaceship moving through cosmic dust, where x_0 is the particle density, x_1 is the cross-sectional area, x_2 is the mass of a dust particle, x_3 and x_4 are the velocities of the spaceship and dust particles respectively, and x_5 is the frequency of the emitted photons. For numerical stability, we use dimensionless parameters here and used a logscale. For numerical stability, we use dimensionless parameters here and used a logscale. For numerical stability, we use dimensionless parameters here and used a logscale.",float,105.70819324641045*log((x_0*x_1*x_2*(x_3-x_4)**2)/(x_5*(1 - x_3**2)*sqrt(1 - x_4**2))),pybench_ID_654,Physics,"[[1e-05, 100000.0], [0.1, 10], [1e-05, 100000.0], [1.538437341577468e-05, 3.0073826540774688e-05], [1.3384286879921493e-05, 1.5384286879921495e-05], [1, 8.94689012136316]]"
PHYBench,phybench_86,"This equation describes the heat capacity at constant volume (y) as a function of volume (x_0) and temperature (x_1), where k is the Boltzmann constant.",float,5.17743375e-23*x_0**(1/5)*sqrt(x_1),pybench_ID_244,Physics,"[[1e-06, 1000000.0], [0.001, 1000.0]]"
PHYBench,phybench_87,"This equation describes the radial distance y as a function of the angle x_1 in a cyclotron motion, where x_0 is a constant related to the initial velocity and magnetic field.",float,x_0*(1 - cos(x_1)),pybench_ID_25,Physics,"[[1.0, 10.0], [0.0, 6.28]]"
